year,ncessch,school_name,state_location,grade_crdc,enrl_algebra1,students_passing_algebra1
"2017","061455005749","J. E. Young Academic Center","CA","Grades 7 and 8","",""
"2017","061455005749","J. E. Young Academic Center","CA","Grades 9 and 10","",""
"2017","061455005749","J. E. Young Academic Center","CA","Grades 11 and 12","",""
"2017","061455005749","J. E. Young Academic Center","CA","Total","",""
"2017","069103809252","J. Everett Barr Court","CA","Grades 7 and 8","",""
"2017","069103809252","J. Everett Barr Court","CA","Grades 9 and 10","2","0"
"2017","069103809252","J. Everett Barr Court","CA","Grades 11 and 12","3","1"
"2017","069103809252","J. Everett Barr Court","CA","Total","5","1"
"2017","062271012188","Jack London Community Day","CA","Grades 7 and 8","",""
"2017","062271012188","Jack London Community Day","CA","Grades 9 and 10","27","3"
"2017","062271012188","Jack London Community Day","CA","Grades 11 and 12","0","0"
"2017","062271012188","Jack London Community Day","CA","Total","27","3"
"2017","062271003146","Jack London Continuation","CA","Grades 7 and 8","",""
"2017","062271003146","Jack London Continuation","CA","Grades 9 and 10","34","2"
"2017","062271003146","Jack London Continuation","CA","Grades 11 and 12","3","0"
"2017","062271003146","Jack London Continuation","CA","Total","37","2"
"2017","062271003037","James A. Garfield Senior High","CA","Grades 7 and 8","",""
"2017","062271003037","James A. Garfield Senior High","CA","Grades 9 and 10","616","411"
"2017","062271003037","James A. Garfield Senior High","CA","Grades 11 and 12","12","5"
"2017","062271003037","James A. Garfield Senior High","CA","Total","628","416"
"2017","062515011812","James C. Enochs High","CA","Grades 7 and 8","",""
"2017","062515011812","James C. Enochs High","CA","Grades 9 and 10","671","559"
"2017","062515011812","James C. Enochs High","CA","Grades 11 and 12","52","42"
"2017","062515011812","James C. Enochs High","CA","Total","723","601"
"2017","062271007760","James J. McBride Special Education Center","CA","Grades 7 and 8","",""
"2017","062271007760","James J. McBride Special Education Center","CA","Grades 9 and 10","",""
"2017","062271007760","James J. McBride Special Education Center","CA","Grades 11 and 12","",""
"2017","062271007760","James J. McBride Special Education Center","CA","Total","",""
"2017","061182001303","James Lick High","CA","Grades 7 and 8","",""
"2017","061182001303","James Lick High","CA","Grades 9 and 10","262","168"
"2017","061182001303","James Lick High","CA","Grades 11 and 12","24","7"
"2017","061182001303","James Lick High","CA","Total","286","175"
"2017","062691004072","James Logan High","CA","Grades 7 and 8","",""
"2017","062691004072","James Logan High","CA","Grades 9 and 10","671","565"
"2017","062691004072","James Logan High","CA","Grades 11 and 12","78","53"
"2017","062691004072","James Logan High","CA","Total","749","618"
"2017","062271003193","James Monroe High","CA","Grades 7 and 8","",""
"2017","062271003193","James Monroe High","CA","Grades 9 and 10","712","305"
"2017","062271003193","James Monroe High","CA","Grades 11 and 12","27","4"
"2017","062271003193","James Monroe High","CA","Total","739","309"
"2017","062140002562","Jamison (Donald C.) High (Continuation)","CA","Grades 7 and 8","",""
"2017","062140002562","Jamison (Donald C.) High (Continuation)","CA","Grades 9 and 10","",""
"2017","062140002562","Jamison (Donald C.) High (Continuation)","CA","Grades 11 and 12","26","20"
"2017","062140002562","Jamison (Donald C.) High (Continuation)","CA","Total","26","20"
"2017","069105206046","Jan Work Community","CA","Grades 7 and 8","",""
"2017","069105206046","Jan Work Community","CA","Grades 9 and 10","5","5"
"2017","069105206046","Jan Work Community","CA","Grades 11 and 12","7","7"
"2017","069105206046","Jan Work Community","CA","Total","12","12"
"2017","062271002801","Jane Addams Continuation","CA","Grades 7 and 8","",""
"2017","062271002801","Jane Addams Continuation","CA","Grades 9 and 10","16","0"
"2017","062271002801","Jane Addams Continuation","CA","Grades 11 and 12","8","0"
"2017","062271002801","Jane Addams Continuation","CA","Total","24","0"
"2017","063801009446","Jane Frederick High","CA","Grades 7 and 8","",""
"2017","063801009446","Jane Frederick High","CA","Grades 9 and 10","24","13"
"2017","063801009446","Jane Frederick High","CA","Grades 11 and 12","53","29"
"2017","063801009446","Jane Frederick High","CA","Total","77","42"
"2017","063694001734","Jefferson High (Continuation)","CA","Grades 7 and 8","",""
"2017","063694001734","Jefferson High (Continuation)","CA","Grades 9 and 10","0","0"
"2017","063694001734","Jefferson High (Continuation)","CA","Grades 11 and 12","2","2"
"2017","063694001734","Jefferson High (Continuation)","CA","Total","2","2"
"2017","061893002293","Jefferson High","CA","Grades 7 and 8","",""
"2017","061893002293","Jefferson High","CA","Grades 9 and 10","270","228"
"2017","061893002293","Jefferson High","CA","Grades 11 and 12","14","10"
"2017","061893002293","Jefferson High","CA","Total","284","238"
"2017","064074007861","Jesse M. Bethel High","CA","Grades 7 and 8","",""
"2017","064074007861","Jesse M. Bethel High","CA","Grades 9 and 10","341","202"
"2017","064074007861","Jesse M. Bethel High","CA","Grades 11 and 12","4","2"
"2017","064074007861","Jesse M. Bethel High","CA","Total","345","204"
"2017","061233007698","Jessie Baker","CA","Grades 7 and 8","",""
"2017","061233007698","Jessie Baker","CA","Grades 9 and 10","",""
"2017","061233007698","Jessie Baker","CA","Grades 11 and 12","",""
"2017","061233007698","Jessie Baker","CA","Total","",""
"2017","061524008019","Jewel City Community Day","CA","Grades 7 and 8","",""
"2017","061524008019","Jewel City Community Day","CA","Grades 9 and 10","4","2"
"2017","061524008019","Jewel City Community Day","CA","Grades 11 and 12","",""
"2017","061524008019","Jewel City Community Day","CA","Total","4","2"
"2017","069101100411","Jill Kinmont Boothe","CA","Grades 7 and 8","",""
"2017","069101100411","Jill Kinmont Boothe","CA","Grades 9 and 10","5","3"
"2017","069101100411","Jill Kinmont Boothe","CA","Grades 11 and 12","1","1"
"2017","069101100411","Jill Kinmont Boothe","CA","Total","6","4"
"2017","062271003107","Joaquin Miller Career and Transition Center","CA","Grades 7 and 8","",""
"2017","062271003107","Joaquin Miller Career and Transition Center","CA","Grades 9 and 10","",""
"2017","062271003107","Joaquin Miller Career and Transition Center","CA","Grades 11 and 12","",""
"2017","062271003107","Joaquin Miller Career and Transition Center","CA","Total","",""
"2017","060142207737","Johanna Boss High","CA","Grades 7 and 8","",""
"2017","060142207737","Johanna Boss High","CA","Grades 9 and 10","5","0"
"2017","060142207737","Johanna Boss High","CA","Grades 11 and 12","37","16"
"2017","060142207737","Johanna Boss High","CA","Total","42","16"
"2017","060897000901","Johanna Echols-Hansen High (Continuation)","CA","Grades 7 and 8","",""
"2017","060897000901","Johanna Echols-Hansen High (Continuation)","CA","Grades 9 and 10","",""
"2017","060897000901","Johanna Echols-Hansen High (Continuation)","CA","Grades 11 and 12","10","3"
"2017","060897000901","Johanna Echols-Hansen High (Continuation)","CA","Total","10","3"
"2017","063375005204","John A. Rowland High","CA","Grades 7 and 8","",""
"2017","063375005204","John A. Rowland High","CA","Grades 9 and 10","333","216"
"2017","063375005204","John A. Rowland High","CA","Grades 11 and 12","28","7"
"2017","063375005204","John A. Rowland High","CA","Total","361","223"
"2017","069100614072","John Adams Academy - El Dorado Hills","CA","Grades 7 and 8","",""
"2017","069100614072","John Adams Academy - El Dorado Hills","CA","Grades 9 and 10","",""
"2017","069100614072","John Adams Academy - El Dorado Hills","CA","Grades 11 and 12","",""
"2017","069100614072","John Adams Academy - El Dorado Hills","CA","Total","",""
"2017","064214014071","John Adams Academy - Lincoln","CA","Grades 7 and 8","",""
"2017","064214014071","John Adams Academy - Lincoln","CA","Grades 9 and 10","",""
"2017","064214014071","John Adams Academy - Lincoln","CA","Grades 11 and 12","",""
"2017","064214014071","John Adams Academy - Lincoln","CA","Total","",""
"2017","062256012569","John Adams Academy","CA","Grades 7 and 8","16","15"
"2017","062256012569","John Adams Academy","CA","Grades 9 and 10","85","74"
"2017","062256012569","John Adams Academy","CA","Grades 11 and 12","3","2"
"2017","062256012569","John Adams Academy","CA","Total","104","91"
"2017","069104111486","John B. Allard","CA","Grades 7 and 8","",""
"2017","069104111486","John B. Allard","CA","Grades 9 and 10","47","7"
"2017","069104111486","John B. Allard","CA","Grades 11 and 12","28","3"
"2017","069104111486","John B. Allard","CA","Total","75","10"
"2017","062271003023","John C. Fremont Senior High","CA","Grades 7 and 8","",""
"2017","062271003023","John C. Fremont Senior High","CA","Grades 9 and 10","544","313"
"2017","062271003023","John C. Fremont Senior High","CA","Grades 11 and 12","26","16"
"2017","062271003023","John C. Fremont Senior High","CA","Total","570","329"
"2017","060004712372","John C. Kimball High","CA","Grades 7 and 8","",""
"2017","060004712372","John C. Kimball High","CA","Grades 9 and 10","341","138"
"2017","060004712372","John C. Kimball High","CA","Grades 11 and 12","38","24"
"2017","060004712372","John C. Kimball High","CA","Total","379","162"
"2017","069103107355","John F. Cruikshank Jr.","CA","Grades 7 and 8","",""
"2017","069103107355","John F. Cruikshank Jr.","CA","Grades 9 and 10","2","2"
"2017","069103107355","John F. Cruikshank Jr.","CA","Grades 11 and 12","15","14"
"2017","069103107355","John F. Cruikshank Jr.","CA","Total","17","16"
"2017","060263000177","John F. Kennedy High","CA","Grades 7 and 8","",""
"2017","060263000177","John F. Kennedy High","CA","Grades 9 and 10","680","293"
"2017","060263000177","John F. Kennedy High","CA","Grades 11 and 12","19","5"
"2017","060263000177","John F. Kennedy High","CA","Total","699","298"
"2017","060985011712","John F. Kennedy High","CA","Grades 7 and 8","",""
"2017","060985011712","John F. Kennedy High","CA","Grades 9 and 10","",""
"2017","060985011712","John F. Kennedy High","CA","Grades 11 and 12","",""
"2017","060985011712","John F. Kennedy High","CA","Total","",""
"2017","061440001672","John F. Kennedy High","CA","Grades 7 and 8","",""
"2017","061440001672","John F. Kennedy High","CA","Grades 9 and 10","182","120"
"2017","061440001672","John F. Kennedy High","CA","Grades 11 and 12","18","6"
"2017","061440001672","John F. Kennedy High","CA","Total","200","126"
"2017","062271003108","John F. Kennedy High","CA","Grades 7 and 8","",""
"2017","062271003108","John F. Kennedy High","CA","Grades 9 and 10","532","400"
"2017","062271003108","John F. Kennedy High","CA","Grades 11 and 12","5","3"
"2017","062271003108","John F. Kennedy High","CA","Total","537","403"
"2017","063255005037","John F. Kennedy High","CA","Grades 7 and 8","",""
"2017","063255005037","John F. Kennedy High","CA","Grades 9 and 10","284","216"
"2017","063255005037","John F. Kennedy High","CA","Grades 11 and 12","57","46"
"2017","063255005037","John F. Kennedy High","CA","Total","341","262"
"2017","063384005257","John F. Kennedy High","CA","Grades 7 and 8","",""
"2017","063384005257","John F. Kennedy High","CA","Grades 9 and 10","630","390"
"2017","063384005257","John F. Kennedy High","CA","Grades 11 and 12","25","12"
"2017","063384005257","John F. Kennedy High","CA","Total","655","402"
"2017","064215012589","John F. Land","CA","Grades 7 and 8","",""
"2017","064215012589","John F. Land","CA","Grades 9 and 10","",""
"2017","064215012589","John F. Land","CA","Grades 11 and 12","",""
"2017","064215012589","John F. Land","CA","Total","",""
"2017","064074006734","John Finney High (Continuation)","CA","Grades 7 and 8","",""
"2017","064074006734","John Finney High (Continuation)","CA","Grades 9 and 10","",""
"2017","064074006734","John Finney High (Continuation)","CA","Grades 11 and 12","73","30"
"2017","064074006734","John Finney High (Continuation)","CA","Total","73","30"
"2017","062271003020","John H. Francis Polytechnic","CA","Grades 7 and 8","",""
"2017","062271003020","John H. Francis Polytechnic","CA","Grades 9 and 10","708","540"
"2017","062271003020","John H. Francis Polytechnic","CA","Grades 11 and 12","7","6"
"2017","062271003020","John H. Francis Polytechnic","CA","Total","715","546"
"2017","062769004168","John H. Glenn High","CA","Grades 7 and 8","",""
"2017","062769004168","John H. Glenn High","CA","Grades 9 and 10","377","0"
"2017","062769004168","John H. Glenn High","CA","Grades 11 and 12","89","0"
"2017","062769004168","John H. Glenn High","CA","Total","466","0"
"2017","060015811503","John H. Pitman High","CA","Grades 7 and 8","",""
"2017","060015811503","John H. Pitman High","CA","Grades 9 and 10","665","498"
"2017","060015811503","John H. Pitman High","CA","Grades 11 and 12","87","24"
"2017","060015811503","John H. Pitman High","CA","Total","752","522"
"2017","063255013892","John Henry High","CA","Grades 7 and 8","",""
"2017","063255013892","John Henry High","CA","Grades 9 and 10","64","56"
"2017","063255013892","John Henry High","CA","Grades 11 and 12","1","0"
"2017","063255013892","John Henry High","CA","Total","65","56"
"2017","062271003093","John Hope Continuation","CA","Grades 7 and 8","",""
"2017","062271003093","John Hope Continuation","CA","Grades 9 and 10","16","7"
"2017","062271003093","John Hope Continuation","CA","Grades 11 and 12","2","2"
"2017","062271003093","John Hope Continuation","CA","Total","18","9"
"2017","062187005524","John J. Cairns Continuation","CA","Grades 7 and 8","",""
"2017","062187005524","John J. Cairns Continuation","CA","Grades 9 and 10","4","2"
"2017","062187005524","John J. Cairns Continuation","CA","Grades 11 and 12","23","10"
"2017","062187005524","John J. Cairns Continuation","CA","Total","27","12"
"2017","062271003171","John Marshall Senior High","CA","Grades 7 and 8","",""
"2017","062271003171","John Marshall Senior High","CA","Grades 9 and 10","465","407"
"2017","062271003171","John Marshall Senior High","CA","Grades 11 and 12","15","13"
"2017","062271003171","John Marshall Senior High","CA","Total","480","420"
"2017","069102308230","John Muir Charter Schools","CA","Grades 7 and 8","",""
"2017","069102308230","John Muir Charter Schools","CA","Grades 9 and 10","",""
"2017","069102308230","John Muir Charter Schools","CA","Grades 11 and 12","241","32"
"2017","069102308230","John Muir Charter Schools","CA","Total","241","32"
"2017","062994004681","John Muir High","CA","Grades 7 and 8","",""
"2017","062994004681","John Muir High","CA","Grades 9 and 10","",""
"2017","062994004681","John Muir High","CA","Grades 11 and 12","",""
"2017","062994004681","John Muir High","CA","Total","",""
"2017","063432005487","John Muir","CA","Grades 7 and 8","1","1"
"2017","063432005487","John Muir","CA","Grades 9 and 10","12","10"
"2017","063432005487","John Muir","CA","Grades 11 and 12","0","0"
"2017","063432005487","John Muir","CA","Total","13","11"
"2017","062271002806","John R. Wooden High","CA","Grades 7 and 8","",""
"2017","062271002806","John R. Wooden High","CA","Grades 9 and 10","30","4"
"2017","062271002806","John R. Wooden High","CA","Grades 11 and 12","6","0"
"2017","062271002806","John R. Wooden High","CA","Total","36","4"
"2017","061899002302","John Swett High","CA","Grades 7 and 8","",""
"2017","061899002302","John Swett High","CA","Grades 9 and 10","146","64"
"2017","061899002302","John Swett High","CA","Grades 11 and 12","15","6"
"2017","061899002302","John Swett High","CA","Total","161","70"
"2017","060594006991","John Vierra High","CA","Grades 7 and 8","",""
"2017","060594006991","John Vierra High","CA","Grades 9 and 10","7","7"
"2017","060594006991","John Vierra High","CA","Grades 11 and 12","1","1"
"2017","060594006991","John Vierra High","CA","Total","8","8"
"2017","063315005154","John W. North High","CA","Grades 7 and 8","",""
"2017","063315005154","John W. North High","CA","Grades 9 and 10","663","450"
"2017","063315005154","John W. North High","CA","Grades 11 and 12","33","16"
"2017","063315005154","John W. North High","CA","Total","696","466"
"2017","063441011252","Jordan (June) School for Equity","CA","Grades 7 and 8","",""
"2017","063441011252","Jordan (June) School for Equity","CA","Grades 9 and 10","61","50"
"2017","063441011252","Jordan (June) School for Equity","CA","Grades 11 and 12","1","1"
"2017","063441011252","Jordan (June) School for Equity","CA","Total","62","51"
"2017","062250002728","Jordan High","CA","Grades 7 and 8","",""
"2017","062250002728","Jordan High","CA","Grades 9 and 10","634","336"
"2017","062250002728","Jordan High","CA","Grades 11 and 12","232","158"
"2017","062250002728","Jordan High","CA","Total","866","494"
"2017","061488002338","Jordan Secondary Learning Center","CA","Grades 7 and 8","",""
"2017","061488002338","Jordan Secondary Learning Center","CA","Grades 9 and 10","",""
"2017","061488002338","Jordan Secondary Learning Center","CA","Grades 11 and 12","",""
"2017","061488002338","Jordan Secondary Learning Center","CA","Total","",""
"2017","062515012556","Joseph A. Gregori High","CA","Grades 7 and 8","",""
"2017","062515012556","Joseph A. Gregori High","CA","Grades 9 and 10","579","508"
"2017","062515012556","Joseph A. Gregori High","CA","Grades 11 and 12","24","20"
"2017","062515012556","Joseph A. Gregori High","CA","Total","603","528"
"2017","062271003110","Joseph Pomeroy Widney High","CA","Grades 7 and 8","",""
"2017","062271003110","Joseph Pomeroy Widney High","CA","Grades 9 and 10","",""
"2017","062271003110","Joseph Pomeroy Widney High","CA","Grades 11 and 12","",""
"2017","062271003110","Joseph Pomeroy Widney High","CA","Total","",""
"2017","061914008596","Julian Charter","CA","Grades 7 and 8","2","4"
"2017","061914008596","Julian Charter","CA","Grades 9 and 10","257","257"
"2017","061914008596","Julian Charter","CA","Grades 11 and 12","73","73"
"2017","061914008596","Julian Charter","CA","Total","332","334"
"2017","061911002305","Julian High","CA","Grades 7 and 8","",""
"2017","061911002305","Julian High","CA","Grades 9 and 10","28","24"
"2017","061911002305","Julian High","CA","Grades 11 and 12","0","0"
"2017","061911002305","Julian High","CA","Total","28","24"
"2017","060744000703","Junipero Serra High","CA","Grades 7 and 8","",""
"2017","060744000703","Junipero Serra High","CA","Grades 9 and 10","13","5"
"2017","060744000703","Junipero Serra High","CA","Grades 11 and 12","31","20"
"2017","060744000703","Junipero Serra High","CA","Total","44","25"
"2017","061392012517","Jurupa Hills High","CA","Grades 7 and 8","",""
"2017","061392012517","Jurupa Hills High","CA","Grades 9 and 10","500","247"
"2017","061392012517","Jurupa Hills High","CA","Grades 11 and 12","29","9"
"2017","061392012517","Jurupa Hills High","CA","Total","529","256"
"2017","061926013411","Jurupa Unified School District Pre-K School Readiness Center","CA","Grades 7 and 8","",""
"2017","061926013411","Jurupa Unified School District Pre-K School Readiness Center","CA","Grades 9 and 10","",""
"2017","061926013411","Jurupa Unified School District Pre-K School Readiness Center","CA","Grades 11 and 12","",""
"2017","061926013411","Jurupa Unified School District Pre-K School Readiness Center","CA","Total","",""
"2017","061926009556","Jurupa Valley High","CA","Grades 7 and 8","",""
"2017","061926009556","Jurupa Valley High","CA","Grades 9 and 10","409","311"
"2017","061926009556","Jurupa Valley High","CA","Grades 11 and 12","102","64"
"2017","061926009556","Jurupa Valley High","CA","Total","511","375"
"2017","063684013955","Justin Early Learners Academy","CA","Grades 7 and 8","",""
"2017","063684013955","Justin Early Learners Academy","CA","Grades 9 and 10","",""
"2017","063684013955","Justin Early Learners Academy","CA","Grades 11 and 12","",""
"2017","063684013955","Justin Early Learners Academy","CA","Total","",""
"2017","069101708131","Juvenile Hall (Endeavor/Voyager Secondary)","CA","Grades 7 and 8","",""
"2017","069101708131","Juvenile Hall (Endeavor/Voyager Secondary)","CA","Grades 9 and 10","11","0"
"2017","069101708131","Juvenile Hall (Endeavor/Voyager Secondary)","CA","Grades 11 and 12","17","3"
"2017","069101708131","Juvenile Hall (Endeavor/Voyager Secondary)","CA","Total","28","3"
"2017","060263000176","Katella High","CA","Grades 7 and 8","",""
"2017","060263000176","Katella High","CA","Grades 9 and 10","848","573"
"2017","060263000176","Katella High","CA","Grades 11 and 12","26","5"
"2017","060263000176","Katella High","CA","Total","874","578"
"2017","060142301505","Kaweah High","CA","Grades 7 and 8","",""
"2017","060142301505","Kaweah High","CA","Grades 9 and 10","7","3"
"2017","060142301505","Kaweah High","CA","Grades 11 and 12","2","2"
"2017","060142301505","Kaweah High","CA","Total","9","5"
"2017","061970013511","KC KIDS Pre-School","CA","Grades 7 and 8","",""
"2017","061970013511","KC KIDS Pre-School","CA","Grades 9 and 10","",""
"2017","061970013511","KC KIDS Pre-School","CA","Grades 11 and 12","",""
"2017","061970013511","KC KIDS Pre-School","CA","Total","",""
"2017","063432011147","Kearny College Connections","CA","Grades 7 and 8","",""
"2017","063432011147","Kearny College Connections","CA","Grades 9 and 10","92","77"
"2017","063432011147","Kearny College Connections","CA","Grades 11 and 12","0","0"
"2017","063432011147","Kearny College Connections","CA","Total","92","77"
"2017","063432011145","Kearny Digital Media & Design","CA","Grades 7 and 8","",""
"2017","063432011145","Kearny Digital Media & Design","CA","Grades 9 and 10","107","63"
"2017","063432011145","Kearny Digital Media & Design","CA","Grades 11 and 12","3","2"
"2017","063432011145","Kearny Digital Media & Design","CA","Total","110","65"
"2017","063432011148","Kearny Eng Innov & Design","CA","Grades 7 and 8","",""
"2017","063432011148","Kearny Eng Innov & Design","CA","Grades 9 and 10","99","51"
"2017","063432011148","Kearny Eng Innov & Design","CA","Grades 11 and 12","2","1"
"2017","063432011148","Kearny Eng Innov & Design","CA","Total","101","52"
"2017","063432011146","Kearny SCT","CA","Grades 7 and 8","",""
"2017","063432011146","Kearny SCT","CA","Grades 9 and 10","80","53"
"2017","063432011146","Kearny SCT","CA","Grades 11 and 12","1","0"
"2017","063432011146","Kearny SCT","CA","Total","81","53"
"2017","060140904490","Keith B. Bright High (Juvenile Hall)","CA","Grades 7 and 8","",""
"2017","060140904490","Keith B. Bright High (Juvenile Hall)","CA","Grades 9 and 10","",""
"2017","060140904490","Keith B. Bright High (Juvenile Hall)","CA","Grades 11 and 12","",""
"2017","060140904490","Keith B. Bright High (Juvenile Hall)","CA","Total","",""
"2017","060002712094","Keith McCarthy Academy","CA","Grades 7 and 8","34","18"
"2017","060002712094","Keith McCarthy Academy","CA","Grades 9 and 10","31","9"
"2017","060002712094","Keith McCarthy Academy","CA","Grades 11 and 12","34","6"
"2017","060002712094","Keith McCarthy Academy","CA","Total","99","33"
"2017","061932010511","Kelseyville Community Day","CA","Grades 7 and 8","",""
"2017","061932010511","Kelseyville Community Day","CA","Grades 9 and 10","",""
"2017","061932010511","Kelseyville Community Day","CA","Grades 11 and 12","",""
"2017","061932010511","Kelseyville Community Day","CA","Total","",""
"2017","061932002325","Kelseyville High","CA","Grades 7 and 8","",""
"2017","061932002325","Kelseyville High","CA","Grades 9 and 10","57","52"
"2017","061932002325","Kelseyville High","CA","Grades 11 and 12","10","9"
"2017","061932002325","Kelseyville High","CA","Total","67","61"
"2017","061949008866","Kerman High","CA","Grades 7 and 8","",""
"2017","061949008866","Kerman High","CA","Grades 9 and 10","370","221"
"2017","061949008866","Kerman High","CA","Grades 11 and 12","12","11"
"2017","061949008866","Kerman High","CA","Total","382","232"
"2017","069101207502","Kern County Community","CA","Grades 7 and 8","",""
"2017","069101207502","Kern County Community","CA","Grades 9 and 10","",""
"2017","069101207502","Kern County Community","CA","Grades 11 and 12","",""
"2017","069101207502","Kern County Community","CA","Total","",""
"2017","069101209226","Kern County Juvenile Court","CA","Grades 7 and 8","",""
"2017","069101209226","Kern County Juvenile Court","CA","Grades 9 and 10","142","97"
"2017","069101209226","Kern County Juvenile Court","CA","Grades 11 and 12","109","82"
"2017","069101209226","Kern County Juvenile Court","CA","Total","251","179"
"2017","069101207112","Kern County Special Education","CA","Grades 7 and 8","",""
"2017","069101207112","Kern County Special Education","CA","Grades 9 and 10","",""
"2017","069101207112","Kern County Special Education","CA","Grades 11 and 12","",""
"2017","069101207112","Kern County Special Education","CA","Total","",""
"2017","061954002347","Kern Valley High","CA","Grades 7 and 8","",""
"2017","061954002347","Kern Valley High","CA","Grades 9 and 10","84","56"
"2017","061954002347","Kern Valley High","CA","Grades 11 and 12","17","13"
"2017","061954002347","Kern Valley High","CA","Total","101","69"
"2017","061954004529","Kern Workforce 2000 Academy","CA","Grades 7 and 8","",""
"2017","061954004529","Kern Workforce 2000 Academy","CA","Grades 9 and 10","",""
"2017","061954004529","Kern Workforce 2000 Academy","CA","Grades 11 and 12","47","27"
"2017","061954004529","Kern Workforce 2000 Academy","CA","Total","47","27"
"2017","061962006745","Keyes to Learning Charter","CA","Grades 7 and 8","",""
"2017","061962006745","Keyes to Learning Charter","CA","Grades 9 and 10","30","24"
"2017","061962006745","Keyes to Learning Charter","CA","Grades 11 and 12","3","1"
"2017","061962006745","Keyes to Learning Charter","CA","Total","33","25"
"2017","069107812802","Kilpatrick Vernon Camp","CA","Grades 7 and 8","",""
"2017","069107812802","Kilpatrick Vernon Camp","CA","Grades 9 and 10","",""
"2017","069107812802","Kilpatrick Vernon Camp","CA","Grades 11 and 12","",""
"2017","069107812802","Kilpatrick Vernon Camp","CA","Total","",""
"2017","061062001179","King (Martin Luther) High (Continuation)","CA","Grades 7 and 8","",""
"2017","061062001179","King (Martin Luther) High (Continuation)","CA","Grades 9 and 10","",""
"2017","061062001179","King (Martin Luther) High (Continuation)","CA","Grades 11 and 12","",""
"2017","061062001179","King (Martin Luther) High (Continuation)","CA","Total","",""
"2017","061965002360","King City High","CA","Grades 7 and 8","",""
"2017","061965002360","King City High","CA","Grades 9 and 10","246","204"
"2017","061965002360","King City High","CA","Grades 11 and 12","6","4"
"2017","061965002360","King City High","CA","Total","252","208"
"2017","063432012195","King-Chavez Community High","CA","Grades 7 and 8","",""
"2017","063432012195","King-Chavez Community High","CA","Grades 9 and 10","61","0"
"2017","063432012195","King-Chavez Community High","CA","Grades 11 and 12","0","0"
"2017","063432012195","King-Chavez Community High","CA","Total","61","0"
"2017","062271009150","King/Drew Medical Magnet High","CA","Grades 7 and 8","",""
"2017","062271009150","King/Drew Medical Magnet High","CA","Grades 9 and 10","454","319"
"2017","062271009150","King/Drew Medical Magnet High","CA","Grades 11 and 12","1","0"
"2017","062271009150","King/Drew Medical Magnet High","CA","Total","455","319"
"2017","061970002369","Kings Canyon Continuation","CA","Grades 7 and 8","",""
"2017","061970002369","Kings Canyon Continuation","CA","Grades 9 and 10","11","0"
"2017","061970002369","Kings Canyon Continuation","CA","Grades 11 and 12","21","0"
"2017","061970002369","Kings Canyon Continuation","CA","Total","32","0"
"2017","061970013620","Kings Canyon Unified School District Wide Preschools","CA","Grades 7 and 8","",""
"2017","061970013620","Kings Canyon Unified School District Wide Preschools","CA","Grades 9 and 10","",""
"2017","061970013620","Kings Canyon Unified School District Wide Preschools","CA","Grades 11 and 12","",""
"2017","061970013620","Kings Canyon Unified School District Wide Preschools","CA","Total","",""
"2017","069101313429","Kings County SELPA Preschool","CA","Grades 7 and 8","",""
"2017","069101313429","Kings County SELPA Preschool","CA","Grades 9 and 10","",""
"2017","069101313429","Kings County SELPA Preschool","CA","Grades 11 and 12","",""
"2017","069101313429","Kings County SELPA Preschool","CA","Total","",""
"2017","069101309228","Kings County Special Education","CA","Grades 7 and 8","",""
"2017","069101309228","Kings County Special Education","CA","Grades 9 and 10","0","0"
"2017","069101309228","Kings County Special Education","CA","Grades 11 and 12","4","4"
"2017","069101309228","Kings County Special Education","CA","Total","4","4"
"2017","060969011284","Kings Lake Education Center","CA","Grades 7 and 8","",""
"2017","060969011284","Kings Lake Education Center","CA","Grades 9 and 10","",""
"2017","060969011284","Kings Lake Education Center","CA","Grades 11 and 12","8","1"
"2017","060969011284","Kings Lake Education Center","CA","Total","8","1"
"2017","063525005974","Kings River High (Continuation)","CA","Grades 7 and 8","",""
"2017","063525005974","Kings River High (Continuation)","CA","Grades 9 and 10","",""
"2017","063525005974","Kings River High (Continuation)","CA","Grades 11 and 12","",""
"2017","063525005974","Kings River High (Continuation)","CA","Total","",""
"2017","061989014205","Kings Valley Academy II","CA","Grades 7 and 8","",""
"2017","061989014205","Kings Valley Academy II","CA","Grades 9 and 10","",""
"2017","061989014205","Kings Valley Academy II","CA","Grades 11 and 12","",""
"2017","061989014205","Kings Valley Academy II","CA","Total","",""
"2017","061989013950","Kings Valley Academy","CA","Grades 7 and 8","",""
"2017","061989013950","Kings Valley Academy","CA","Grades 9 and 10","",""
"2017","061989013950","Kings Valley Academy","CA","Grades 11 and 12","",""
"2017","061989013950","Kings Valley Academy","CA","Total","",""
"2017","061983002383","Kingsburg High","CA","Grades 7 and 8","",""
"2017","061983002383","Kingsburg High","CA","Grades 9 and 10","260","229"
"2017","061983002383","Kingsburg High","CA","Grades 11 and 12","58","55"
"2017","061983002383","Kingsburg High","CA","Total","318","284"
"2017","061983012859","Kingsburg Independent Study High","CA","Grades 7 and 8","",""
"2017","061983012859","Kingsburg Independent Study High","CA","Grades 9 and 10","16","16"
"2017","061983012859","Kingsburg Independent Study High","CA","Grades 11 and 12","12","12"
"2017","061983012859","Kingsburg Independent Study High","CA","Total","28","28"
"2017","061389001573","Kinney High (Continuation)","CA","Grades 7 and 8","",""
